능력단위코드,자격종목코드,자격종목명,능력단위유형코드,능력단위유형명,최소훈련시간,훈련기준시간합계,필수능력단위기준시간,선택능력단위기준시간,직무기초능력기준시간,시험기관명,능력단위명,기준버전
1601010311_16v3,C101,금속재료산업기사,MAND,필수,45,600,375,195,18,한국산업인력공단,거시조직판별,v2.0
1601010309_14v2,C101,금속재료산업기사,MAND,필수,45,600,375,195,18,한국산업인력공단,시험설비 관리,v2.0
1601010214_18v4,C101,금속재료산업기사,MAND,필수,30,600,375,195,18,한국산업인력공단,피로·크리프시험,v2.0
1601010213_18v4,C101,금속재료산업기사,MAND,필수,30,600,375,195,18,한국산업인력공단,굽힘·마모시험,v2.0
1601010202_18v3,C101,금속재료산업기사,MAND,필수,30,600,375,195,18,한국산업인력공단,재료시험편 준비,v2.0
1601010312_16v3,C101,금속재료산업기사,MAND,필수,60,600,375,195,18,한국산업인력공단,거시조직검사,v2.0
1601010212_18v4,C101,금속재료산업기사,MAND,필수,30,600,375,195,18,한국산업인력공단,인장·경도·충격시험,v2.0
1601010206_18v3,C101,금속재료산업기사,MAND,필수,45,600,375,195,18,한국산업인력공단,표면처리 재료시험,v2.0
1601010313_16v3,C101,금속재료산업기사,MAND,필수,60,600,375,195,18,한국산업인력공단,광학현미경 조직검사,v2.0
2306030109_18v3,C101,금속재료산업기사,SEL,선택,30,600,375,195,18,한국산업인력공단,육안 비파괴검사,v2.0
2306030105_18v3,C101,금속재료산업기사,SEL,선택,30,600,375,195,18,한국산업인력공단,자기 비파괴검사,v2.0
2306030104_18v3,C101,금속재료산업기사,SEL,선택,45,600,375,195,18,한국산업인력공단,초음파 비파괴검사,v2.0
1601010301_14v2,C101,금속재료산업기사,SEL,선택,30,600,375,195,18,한국산업인력공단,재료조직평가 계획,v2.0
1601010208_18v3,C101,금속재료산업기사,SEL,선택,30,600,375,195,18,한국산업인력공단,재료시험설비 자원관리,v2.0
1601010201_18v3,C101,금속재료산업기사,SEL,선택,30,600,375,195,18,한국산업인력공단,재료시험계획 수립,v2.0
1601010108_14v2,C101,금속재료산업기사,SEL,선택,30,600,375,195,18,한국산업인력공단,환경안전관리,v2.0
1601010107_14v2,C101,금속재료산업기사,SEL,선택,45,600,375,195,18,한국산업인력공단,품질관리,v2.0
1601010103_14v2,C101,금속재료산업기사,SEL,선택,30,600,375,195,18,한국산업인력공단,원부자재관리,v2.0
1601010205_18v3,C101,금속재료산업기사,SEL,선택,60,600,375,195,18,한국산업인력공단,화학적 재료시험,v2.0
1601010322_19v4,C101,금속재료산업기사,MAND,필수,30,480,315,0,18,한국산업인력공단,거시조직 검사,v3.0
1601010202_19v4,C101,금속재료산업기사,MAND,필수,15,480,315,0,18,한국산업인력공단,재료시험편 준비,v3.0
1601010213_19v5,C101,금속재료산업기사,MAND,필수,15,480,315,0,18,한국산업인력공단,굽힘·마모시험,v3.0
1601010214_19v5,C101,금속재료산업기사,MAND,필수,30,480,315,0,18,한국산업인력공단,피로·CTOD·크리프시험,v3.0
1601010215_19v4,C101,금속재료산업기사,MAND,필수,15,480,315,0,18,한국산업인력공단,코팅두께측정·밀착성 시험,v3.0
1601010216_19v4,C101,금속재료산업기사,MAND,필수,15,480,315,0,18,한국산업인력공단,표면 거칠기 시험,v3.0
1601030316_17v5,C101,금속재료산업기사,MAND,필수,30,480,315,0,18,한국산업인력공단,퀜칭·템퍼링열처리,v3.0
1601030315_17v5,C101,금속재료산업기사,MAND,필수,15,480,315,0,18,한국산업인력공단,어닐링·노멀라이징열처리,v3.0
1601030307_17v5,C101,금속재료산업기사,MAND,필수,30,480,315,0,18,한국산업인력공단,열처리 품질평가,v3.0
1601010324_19v1,C101,금속재료산업기사,MAND,필수,30,480,315,0,18,한국산업인력공단,발광분광분석기 분석,v3.0
1601010323_19v4,C101,금속재료산업기사,MAND,필수,30,480,315,0,18,한국산업인력공단,광학현미경 분석,v3.0
1601010221_19v1,C101,금속재료산업기사,MAND,필수,15,480,315,0,18,한국산업인력공단,불꽃시험,v3.0
1601010219_19v5,C101,금속재료산업기사,MAND,필수,15,480,315,0,18,한국산업인력공단,충격시험,v3.0
1601010218_19v5,C101,금속재료산업기사,MAND,필수,15,480,315,0,18,한국산업인력공단,경도시험,v3.0
1601010217_19v5,C101,금속재료산업기사,MAND,필수,15,480,315,0,18,한국산업인력공단,인장시험,v3.0
1601030103_16v4,C105,주조산업기사,MAND,필수,60,600,345,225,30,한국산업인력공단,주조 공정 설계,v1.0
1601030115_16v4,C105,주조산업기사,MAND,필수,60,600,345,225,30,한국산업인력공단,일반 주형 조형 작업,v1.0
1601030116_16v4,C105,주조산업기사,MAND,필수,60,600,345,225,30,한국산업인력공단,특수 주형 조형 작업,v1.0
1601030113_16v4,C105,주조산업기사,MAND,필수,60,600,345,225,30,한국산업인력공단,원형 설계,v1.0
1601030109_16v4,C105,주조산업기사,MAND,필수,60,600,345,225,30,한국산업인력공단,주조 결함 발생 방지 대책 수립,v1.0
1601030119_16v4,C105,주조산업기사,MAND,필수,45,600,345,225,30,한국산업인력공단,출탕 작업,v1.0
2306030106_14v2,C105,주조산업기사,SEL,선택,60,600,345,225,30,한국산업인력공단,침투 비파괴검사,v1.0
1601030122_16v4,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,주조 환경 관리,v1.0
1601030111_14v3,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,특수 주조,v1.0
1601030114_16v4,C105,주조산업기사,SEL,선택,60,600,345,225,30,한국산업인력공단,원형 제작,v1.0
1601010210_16v3,C105,주조산업기사,SEL,선택,30,600,345,225,30,한국산업인력공단,정적재료시험,v1.0
1601010311_16v3,C105,주조산업기사,SEL,선택,30,600,345,225,30,한국산업인력공단,거시조직판별,v1.0
1601010314_16v3,C105,주조산업기사,SEL,선택,30,600,345,225,30,한국산업인력공단,광학현미경 조직평가,v1.0
1601030102_16v4,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,주조 생산계획 수립,v1.0
1601030118_16v4,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,비철금속 용해작업,v1.0
1601030121_16v4,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,주조 품질관리,v1.0
1601030120_16v4,C105,주조산업기사,SEL,선택,60,600,345,225,30,한국산업인력공단,주조 공정관리,v1.0
1601030107_14v3,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,주조품 후처리,v1.0
1601030123_16v4,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,주조 안전보건관리,v1.0
1601030124_16v1,C105,주조산업기사,SEL,선택,30,600,345,225,30,한국산업인력공단,주조 작업장 정리,v1.0
1601030113_16v4,C105,주조산업기사,MAND,필수,60,600,345,225,30,한국산업인력공단,원형 설계,v2.0
1601030109_16v4,C105,주조산업기사,MAND,필수,60,600,345,225,30,한국산업인력공단,주조 결함 발생 방지 대책 수립,v2.0
1601030119_16v4,C105,주조산업기사,MAND,필수,45,600,345,225,30,한국산업인력공단,출탕 작업,v2.0
1601030103_16v4,C105,주조산업기사,MAND,필수,60,600,345,225,30,한국산업인력공단,주조 공정 설계,v2.0
1601030116_16v4,C105,주조산업기사,MAND,필수,60,600,345,225,30,한국산업인력공단,특수 주형 조형 작업,v2.0
1601030115_16v4,C105,주조산업기사,MAND,필수,60,600,345,225,30,한국산업인력공단,일반 주형 조형 작업,v2.0
1601010314_16v3,C105,주조산업기사,SEL,선택,30,600,345,225,30,한국산업인력공단,광학현미경 조직평가,v2.0
2306030106_14v2,C105,주조산업기사,SEL,선택,30,600,345,225,30,한국산업인력공단,침투 비파괴검사,v2.0
1601010311_16v3,C105,주조산업기사,SEL,선택,30,600,345,225,30,한국산업인력공단,거시조직판별,v2.0
1601010212_18v4,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,인장·경도·충격시험,v2.0
1601030114_16v4,C105,주조산업기사,SEL,선택,60,600,345,225,30,한국산업인력공단,원형 제작,v2.0
1601030111_14v3,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,특수 주조,v2.0
1601030122_16v4,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,주조 환경 관리,v2.0
1601030124_16v1,C105,주조산업기사,SEL,선택,30,600,345,225,30,한국산업인력공단,주조 작업장 정리,v2.0
1601030123_16v4,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,주조 안전보건관리,v2.0
1601030107_14v3,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,주조품 후처리,v2.0
1601030120_16v4,C105,주조산업기사,SEL,선택,60,600,345,225,30,한국산업인력공단,주조 공정관리,v2.0
1601030121_16v4,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,주조 품질관리,v2.0
1601030118_16v4,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,비철금속 용해작업,v2.0
1601030102_16v4,C105,주조산업기사,SEL,선택,45,600,345,225,30,한국산업인력공단,주조 생산계획 수립,v2.0
1601030103_16v4,C105,주조산업기사,MAND,필수,45,500,435,0,18,한국산업인력공단,주조 공정 설계,v3.0
1601030109_16v4,C105,주조산업기사,MAND,필수,45,500,435,0,18,한국산업인력공단,주조 결함 발생 방지 대책 수립,v3.0
1601010111_16v3,C105,주조산업기사,MAND,필수,45,500,435,0,18,한국산업인력공단,합금함량분석,v3.0
1601010102_14v2,C105,주조산업기사,MAND,필수,30,500,435,0,18,한국산업인력공단,재료설계 자료 분석,v3.0
1601030122_16v4,C105,주조산업기사,MAND,필수,45,500,435,0,18,한국산업인력공단,주조 환경 관리,v3.0
1601030121_16v4,C105,주조산업기사,MAND,필수,45,500,435,0,18,한국산업인력공단,주조 품질관리,v3.0
1601030120_16v4,C105,주조산업기사,MAND,필수,45,500,435,0,18,한국산업인력공단,주조 공정관리,v3.0
1601030102_16v4,C105,주조산업기사,MAND,필수,45,500,435,0,18,한국산업인력공단,주조 생산계획 수립,v3.0
1601030113_16v4,C105,주조산업기사,MAND,필수,45,500,435,0,18,한국산업인력공단,원형 설계,v3.0
1601030118_16v4,C105,주조산업기사,MAND,필수,45,500,435,0,18,한국산업인력공단,비철금속 용해작업,v3.0
1601030118_16v4,C105,주조산업기사,MAND,필수,45,500,360,0,18,한국산업인력공단,비철금속 용해작업,v4.0
1601030117_16v4,C105,주조산업기사,MAND,필수,30,500,360,0,18,한국산업인력공단,주철 용해 작업,v4.0
1601030113_16v4,C105,주조산업기사,MAND,필수,45,500,360,0,18,한국산업인력공단,원형 설계,v4.0
1601030109_16v4,C105,주조산업기사,MAND,필수,30,500,360,0,18,한국산업인력공단,주조 결함 발생 방지 대책 수립,v4.0
1601030103_16v4,C105,주조산업기사,MAND,필수,30,500,360,0,18,한국산업인력공단,주조 공정 설계,v4.0
1601030122_16v4,C105,주조산업기사,MAND,필수,30,500,360,0,18,한국산업인력공단,주조 환경 관리,v4.0
1601010111_16v3,C105,주조산업기사,MAND,필수,30,500,360,0,18,한국산업인력공단,합금함량분석,v4.0
1601010102_14v2,C105,주조산업기사,MAND,필수,30,500,360,0,18,한국산업인력공단,재료설계 자료 분석,v4.0
1601030120_16v4,C105,주조산업기사,MAND,필수,30,500,360,0,18,한국산업인력공단,주조 공정관리,v4.0
1601030121_16v4,C105,주조산업기사,MAND,필수,30,500,360,0,18,한국산업인력공단,주조 품질관리,v4.0
1601030102_16v4,C105,주조산업기사,MAND,필수,30,500,360,0,18,한국산업인력공단,주조 생산계획 수립,v4.0
1601040120_16v4,C106,표면처리산업기사,MAND,필수,60,600,465,105,30,한국산업인력공단,도금작업,v1.0
1601040121_16v4,C106,표면처리산업기사,MAND,필수,45,600,465,105,30,한국산업인력공단,피막처리작업 양극산화,v1.0
2302010309_14v1,C106,표면처리산업기사,MAND,필수,45,600,465,105,30,한국산업인력공단,유해화학물질 관리,v1.0
1601040104_14v3,C106,표면처리산업기사,MAND,필수,45,600,465,105,30,한국산업인력공단,도금액 관리,v1.0
1601040110_14v3,C106,표면처리산업기사,MAND,필수,30,600,465,105,30,한국산업인력공단,제품검사,v1.0
1601040112_14v3,C106,표면처리산업기사,MAND,필수,15,600,465,105,30,한국산업인력공단,도금작업 환경안전관리,v1.0
1601040113_16v4,C106,표면처리산업기사,MAND,필수,30,600,465,105,30,한국산업인력공단,치구제작설정,v1.0
1601040114_16v4,C106,표면처리산업기사,MAND,필수,30,600,465,105,30,한국산업인력공단,치구제작,v1.0
1601040116_16v4,C106,표면처리산업기사,MAND,필수,30,600,465,105,30,한국산업인력공단,도금작업 공정설계설정,v1.0
1601040117_16v4,C106,표면처리산업기사,MAND,필수,30,600,465,105,30,한국산업인력공단,전처리작업 금속제품,v1.0
1601040118_16v4,C106,표면처리산업기사,MAND,필수,45,600,465,105,30,한국산업인력공단,전처리작업 비금속제품,v1.0
1601040119_16v4,C106,표면처리산업기사,MAND,필수,60,600,465,105,30,한국산업인력공단,도금작업 준비,v1.0
1601010205_14v2,C106,표면처리산업기사,SEL,선택,30,600,465,105,30,한국산업인력공단,화학적 재료시험,v1.0
1601010206_14v2,C106,표면처리산업기사,SEL,선택,30,600,465,105,30,한국산업인력공단,코팅성능 재료시험,v1.0
1601040111_14v3,C106,표면처리산업기사,SEL,선택,45,600,465,105,30,한국산업인력공단,불량대책 수립,v1.0
1601040122_16v4,C106,표면처리산업기사,SEL,선택,45,600,465,105,30,한국산업인력공단,피막처리작업 화성피막,v1.0
1601040123_16v4,C106,표면처리산업기사,SEL,선택,45,600,465,105,30,한국산업인력공단,건식도금작업 전처리,v1.0
1601040124_16v4,C106,표면처리산업기사,SEL,선택,45,600,465,105,30,한국산업인력공단,건식도금작업,v1.0
1701010113_16v2,C106,표면처리산업기사,SEL,선택,45,600,465,105,30,한국산업인력공단,이화학 분석,v1.0
1601040121_16v4,C106,표면처리산업기사,MAND,필수,45,600,465,105,30,한국산업인력공단,피막처리작업 양극산화,v2.0
1601040120_17v5,C106,표면처리산업기사,MAND,필수,60,600,465,105,30,한국산업인력공단,도금작업,v2.0
1601040119_17v5,C106,표면처리산업기사,MAND,필수,60,600,465,105,30,한국산업인력공단,도금작업 준비,v2.0
1601040118_17v5,C106,표면처리산업기사,MAND,필수,45,600,465,105,30,한국산업인력공단,전처리작업 비금속제품,v2.0
2302010309_17v2,C106,표면처리산업기사,MAND,필수,45,600,465,105,30,한국산업인력공단,유해화학물질 관리,v2.0
1601040110_17v4,C106,표면처리산업기사,MAND,필수,30,600,465,105,30,한국산업인력공단,제품검사,v2.0
1601040112_17v4,C106,표면처리산업기사,MAND,필수,15,600,465,105,30,한국산업인력공단,도금작업 환경안전관리,v2.0
1601040113_17v5,C106,표면처리산업기사,MAND,필수,30,600,465,105,30,한국산업인력공단,치구제작설정,v2.0
1601040114_17v5,C106,표면처리산업기사,MAND,필수,30,600,465,105,30,한국산업인력공단,치구제작,v2.0
1601040104_17v4,C106,표면처리산업기사,MAND,필수,45,600,465,105,30,한국산업인력공단,도금액 관리,v2.0
1601040117_17v5,C106,표면처리산업기사,MAND,필수,30,600,465,105,30,한국산업인력공단,전처리작업 금속제품,v2.0
1601040116_17v5,C106,표면처리산업기사,MAND,필수,30,600,465,105,30,한국산업인력공단,도금작업 공정설계설정,v2.0
1601040111_14v3,C106,표면처리산업기사,SEL,선택,45,600,465,105,30,한국산업인력공단,불량대책 수립,v2.0
1601010205_14v2,C106,표면처리산업기사,SEL,선택,30,600,465,105,30,한국산업인력공단,화학적 재료시험,v2.0
1601040124_17v5,C106,표면처리산업기사,SEL,선택,45,600,465,105,30,한국산업인력공단,건식도금작업,v2.0
1601040123_17v5,C106,표면처리산업기사,SEL,선택,45,600,465,105,30,한국산업인력공단,건식도금작업 전처리,v2.0
